Time,rssi
2022-09-05 15:24:54,-88.25
2022-09-05 15:24:56,-87.53333333333333
2022-09-05 15:24:58,-88.28571428571429
2022-09-05 15:25:00,-85.6842105263158
2022-09-05 15:25:02,-86.92857142857143
2022-09-05 15:25:04,-87.53333333333333
2022-09-05 15:25:06,-87.8
2022-09-05 15:25:08,-88.72727272727273
2022-09-05 15:25:10,-86.94444444444444
2022-09-05 15:25:12,-83.875
2022-09-05 15:25:14,-90.2
2022-09-05 15:25:16,-88.38461538461539
2022-09-05 15:25:18,-82.83333333333333
2022-09-05 15:25:20,-81.85714285714286
2022-09-05 15:25:22,-83.6470588235294
2022-09-05 15:25:24,-85.77777777777777
2022-09-05 15:25:26,-87.375
2022-09-05 15:25:28,-88.30434782608695
2022-09-05 15:25:30,-87.75
2022-09-05 15:25:32,-87.84
2022-09-05 15:25:34,-80.78260869565217
2022-09-05 15:25:36,-87.4
2022-09-05 15:25:38,-82.66666666666667
2022-09-05 15:25:40,-85.33333333333333
2022-09-05 15:25:42,-83.70833333333333
2022-09-05 15:25:44,-83.9047619047619
2022-09-05 15:25:46,-83.45833333333333
2022-09-05 15:25:48,-81.22222222222223
2022-09-05 15:25:50,-82.57692307692308
2022-09-05 15:25:52,-83.21052631578948
2022-09-05 15:25:54,-84.80952380952381
2022-09-05 15:25:56,-83.05263157894737
2022-09-05 15:25:58,-84.05
2022-09-05 15:26:00,-83.92592592592592
2022-09-05 15:26:02,-84.95454545454545
2022-09-05 15:26:04,-84.0952380952381
2022-09-05 15:26:06,-84.61904761904762
2022-09-05 15:26:08,-85.42105263157895
2022-09-05 15:26:10,-83.51851851851852
2022-09-05 15:26:12,-80.53333333333333
2022-09-05 15:26:14,-83.3913043478261
2022-09-05 15:26:16,-83.66666666666667
2022-09-05 15:26:18,-84.31818181818181
2022-09-05 15:26:20,-82.80952380952381
2022-09-05 15:26:22,-84.27272727272727
2022-09-05 15:26:24,-83.81818181818181
2022-09-05 15:26:26,-82.15
2022-09-05 15:26:28,-87.19047619047619
2022-09-05 15:26:30,-84.5909090909091
2022-09-05 15:26:32,-83.76470588235294
2022-09-05 15:26:34,-83.13636363636364
2022-09-05 15:26:36,-85.54166666666667
2022-09-05 15:26:38,-82.52173913043478
2022-09-05 15:26:40,-86.0
2022-09-05 15:26:42,-86.33333333333333
2022-09-05 15:26:44,-82.8125
2022-09-05 15:26:46,-83.18181818181819
2022-09-05 15:26:48,-82.53846153846153
2022-09-05 15:26:50,-84.08695652173913
2022-09-05 15:26:52,-81.125
2022-09-05 15:26:54,-81.27272727272727
2022-09-05 15:26:56,-82.0
2022-09-05 15:26:58,-83.89473684210526
2022-09-05 15:27:00,-88.58620689655173
2022-09-05 15:27:02,-84.2
2022-09-05 15:27:04,-83.9
2022-09-05 15:27:06,-87.375
2022-09-05 15:27:08,-80.26086956521739
2022-09-05 15:27:10,-84.27777777777777
2022-09-05 15:27:12,-85.20833333333333
2022-09-05 15:27:14,-86.94736842105263
2022-09-05 15:27:16,-87.875
2022-09-05 15:27:18,-84.47368421052632
2022-09-05 15:27:20,-84.15384615384616
2022-09-05 15:27:22,-84.05263157894737
2022-09-05 15:27:24,-88.31818181818181
2022-09-05 15:27:26,-85.6086956521739
2022-09-05 15:27:28,-82.33333333333333
2022-09-05 15:27:30,-83.80952380952381
2022-09-05 15:27:32,-85.42857142857143
2022-09-05 15:27:34,-82.63157894736842
2022-09-05 15:27:36,-85.12
2022-09-05 15:27:38,-81.17647058823529
2022-09-05 15:27:40,-86.54166666666667
2022-09-05 15:27:42,-84.45
2022-09-05 15:27:44,-85.24
2022-09-05 15:27:46,-80.5
2022-09-05 15:27:48,-85.65217391304348
2022-09-05 15:27:50,-85.88888888888889
2022-09-05 15:27:52,-78.0
2022-09-05 15:27:54,-86.58620689655173
2022-09-05 15:27:56,-86.84210526315789
2022-09-05 15:27:58,-86.41666666666667
2022-09-05 15:28:00,-85.72727272727273
2022-09-05 15:28:02,-83.18181818181819
2022-09-05 15:28:04,-84.29166666666667
2022-09-05 15:28:06,-81.89473684210526
2022-09-05 15:28:08,-84.25
2022-09-05 15:28:10,-81.55555555555556
2022-09-05 15:28:12,-81.04761904761905
2022-09-05 15:28:14,-85.08695652173913
2022-09-05 15:28:16,-84.45454545454545
2022-09-05 15:28:18,-83.77777777777777
2022-09-05 15:28:20,-86.08695652173913
2022-09-05 15:28:22,-85.11111111111111
2022-09-05 15:28:24,-84.65384615384616
2022-09-05 15:28:26,-82.77777777777777
2022-09-05 15:28:28,-84.14285714285714
2022-09-05 15:28:30,-83.52380952380952
2022-09-05 15:28:32,-85.3913043478261
2022-09-05 15:28:34,-84.875
2022-09-05 15:28:36,-83.92857142857143
2022-09-05 15:28:38,-84.55555555555556
2022-09-05 15:28:40,-85.03703703703704
2022-09-05 15:28:42,-87.0
2022-09-05 15:28:44,-87.69565217391305
2022-09-05 15:28:46,-86.84615384615384
2022-09-05 15:28:48,-85.6086956521739
2022-09-05 15:28:50,-84.63636363636364
2022-09-05 15:28:52,-83.88461538461539
2022-09-05 15:28:54,-83.0
2022-09-05 15:28:56,-82.61111111111111
2022-09-05 15:28:58,-82.18181818181819
2022-09-05 15:29:00,-83.20689655172414
2022-09-05 15:29:02,-83.47368421052632
2022-09-05 15:29:04,-84.28
2022-09-05 15:29:06,-81.9375
2022-09-05 15:29:08,-86.21428571428571
2022-09-05 15:29:10,-87.84615384615384
2022-09-05 15:29:12,-82.29411764705883
2022-09-05 15:29:14,-82.69565217391305
2022-09-05 15:29:16,-86.61290322580645
2022-09-05 15:29:18,-83.48
2022-09-05 15:29:20,-84.2
2022-09-05 15:29:22,-83.9047619047619
2022-09-05 15:29:24,-83.32
2022-09-05 15:29:26,-84.95454545454545
2022-09-05 15:29:28,-83.95
2022-09-05 15:29:30,-82.88235294117646
2022-09-05 15:29:32,-81.04166666666667
2022-09-05 15:29:34,-82.95833333333333
2022-09-05 15:29:36,-84.76470588235294
2022-09-05 15:29:38,-83.65714285714286
2022-09-05 15:29:40,-84.04347826086956
2022-09-05 15:29:42,-83.77272727272727
2022-09-05 15:29:44,-84.75
2022-09-05 15:29:46,-83.52631578947368
2022-09-05 15:29:48,-86.25925925925925
2022-09-05 15:29:50,-86.96296296296296
2022-09-05 15:29:52,-84.70588235294117
2022-09-05 15:29:54,-86.96
2022-09-05 15:29:56,-83.9047619047619
2022-09-05 15:29:58,-86.125
2022-09-05 15:30:00,-81.9090909090909
2022-09-05 15:30:02,-84.92592592592592
2022-09-05 15:30:04,-88.14285714285714
2022-09-05 15:30:06,-83.26086956521739
2022-09-05 15:30:08,-85.57142857142857
2022-09-05 15:30:10,-84.18181818181819
2022-09-05 15:30:12,-85.45454545454545
2022-09-05 15:30:14,-85.85
2022-09-05 15:30:16,-82.0
2022-09-05 15:30:18,-80.26666666666667
2022-09-05 15:30:20,-86.0
2022-09-05 15:30:22,-83.68181818181819
2022-09-05 15:30:24,-81.92
2022-09-05 15:30:26,-80.65
2022-09-05 15:30:28,-82.625
2022-09-05 15:30:30,-84.62962962962963
2022-09-05 15:30:32,-85.19047619047619
2022-09-05 15:30:34,-86.0952380952381
2022-09-05 15:30:36,-84.95833333333333
2022-09-05 15:30:38,-84.25
2022-09-05 15:30:40,-86.79310344827586
2022-09-05 15:30:42,-81.8
2022-09-05 15:30:44,-82.26086956521739
2022-09-05 15:30:46,-84.57692307692308
2022-09-05 15:30:48,-84.5
2022-09-05 15:30:50,-82.47368421052632
2022-09-05 15:30:52,-82.13636363636364
2022-09-05 15:30:54,-84.04347826086956
2022-09-05 15:30:56,-85.63157894736842
2022-09-05 15:30:58,-85.2
2022-09-05 15:31:00,-83.76923076923077
2022-09-05 15:31:02,-87.57142857142857
2022-09-05 15:31:04,-82.38888888888889
2022-09-05 15:31:06,-80.12
2022-09-05 15:31:08,-83.85
2022-09-05 15:31:10,-86.24137931034483
2022-09-05 15:31:12,-81.0
2022-09-05 15:31:14,-82.54545454545455
2022-09-05 15:31:16,-80.28
2022-09-05 15:31:18,-85.52173913043478
2022-09-05 15:31:20,-85.69565217391305
2022-09-05 15:31:22,-84.46153846153847
2022-09-05 15:31:24,-85.19047619047619
2022-09-05 15:31:26,-84.46153846153847
2022-09-05 15:31:28,-86.42857142857143
2022-09-05 15:31:30,-83.71428571428571
2022-09-05 15:31:32,-85.66666666666667
2022-09-05 15:31:34,-83.70833333333333
2022-09-05 15:31:36,-83.92857142857143
2022-09-05 15:31:38,-81.15
2022-09-05 15:31:40,-81.5
2022-09-05 15:31:42,-85.92307692307692
2022-09-05 15:31:44,-85.45454545454545
2022-09-05 15:31:46,-87.24
2022-09-05 15:31:48,-85.38461538461539
2022-09-05 15:31:50,-84.61904761904762
2022-09-05 15:31:52,-85.92857142857143
2022-09-05 15:31:54,-82.0
2022-09-05 15:31:56,-80.4375
2022-09-05 15:31:58,-79.45
2022-09-05 15:32:00,-80.66666666666667
2022-09-05 15:32:02,-80.15
2022-09-05 15:32:04,-81.53846153846153
2022-09-05 15:32:06,-87.16
2022-09-05 15:32:08,-85.5925925925926
2022-09-05 15:32:10,-82.23076923076923
2022-09-05 15:32:12,-83.54166666666667
2022-09-05 15:32:14,-84.73684210526316
2022-09-05 15:32:16,-84.0
2022-09-05 15:32:18,-84.75
2022-09-05 15:32:20,-84.0
2022-09-05 15:32:22,-81.71428571428571
2022-09-05 15:32:24,-80.83333333333333
2022-09-05 15:32:26,-80.55555555555556
2022-09-05 15:32:28,-82.8
2022-09-05 15:32:30,-78.21052631578948
2022-09-05 15:32:32,-83.85714285714286
2022-09-05 15:32:34,-86.04166666666667
2022-09-05 15:32:36,-84.16666666666667
2022-09-05 15:32:38,-81.7
2022-09-05 15:32:40,-84.47826086956522
2022-09-05 15:32:42,-81.4
2022-09-05 15:32:44,-84.26315789473684
2022-09-05 15:32:46,-83.04761904761905
2022-09-05 15:32:48,-81.81818181818181
2022-09-05 15:32:50,-84.0
2022-09-05 15:32:52,-82.08695652173913
2022-09-05 15:32:54,-83.44
2022-09-05 15:32:56,-85.9090909090909
2022-09-05 15:32:58,-84.70833333333333
2022-09-05 15:33:00,-84.0909090909091
2022-09-05 15:33:02,-85.28571428571429
2022-09-05 15:33:04,-84.07407407407408
2022-09-05 15:33:06,-84.91304347826087
2022-09-05 15:33:08,-81.72
2022-09-05 15:33:10,-82.71428571428571
2022-09-05 15:33:12,-83.20833333333333
2022-09-05 15:33:14,-83.75
2022-09-05 15:33:16,-84.82608695652173
2022-09-05 15:33:18,-86.24137931034483
2022-09-05 15:33:20,-81.22222222222223
2022-09-05 15:33:22,-84.16666666666667
2022-09-05 15:33:24,-81.4074074074074
2022-09-05 15:33:26,-80.88
2022-09-05 15:33:28,-80.32
2022-09-05 15:33:30,-81.4
2022-09-05 15:33:32,-80.78260869565217
2022-09-05 15:33:34,-83.36
2022-09-05 15:33:36,-82.12
2022-09-05 15:33:38,-83.3913043478261
2022-09-05 15:33:40,-85.21428571428571
2022-09-05 15:33:42,-84.13636363636364
2022-09-05 15:33:44,-82.04166666666667
2022-09-05 15:33:46,-83.125
2022-09-05 15:33:48,-82.2
2022-09-05 15:33:50,-78.89473684210526
2022-09-05 15:33:52,-78.61904761904762
2022-09-05 15:33:54,-80.66666666666667
2022-09-05 15:33:56,-85.80645161290323
2022-09-05 15:33:58,-83.54545454545455
2022-09-05 15:34:00,-83.26666666666667
2022-09-05 15:34:02,-84.90625
2022-09-05 15:34:04,-83.27777777777777
2022-09-05 15:34:06,-82.6896551724138
2022-09-05 15:34:08,-84.43478260869566
2022-09-05 15:34:10,-84.08
2022-09-05 15:34:12,-84.125
2022-09-05 15:34:14,-80.0
2022-09-05 15:34:16,-79.81818181818181
2022-09-05 15:34:18,-80.0
2022-09-05 15:34:20,-81.77777777777777
2022-09-05 15:34:22,-79.81818181818181
2022-09-05 15:34:24,-83.27272727272727
2022-09-05 15:34:26,-82.95652173913044
2022-09-05 15:34:28,-84.69565217391305
2022-09-05 15:34:30,-82.48275862068965
2022-09-05 15:34:32,-86.11111111111111
2022-09-05 15:34:34,-85.36666666666666
2022-09-05 15:34:36,-80.8695652173913
2022-09-05 15:34:38,-82.08695652173913
2022-09-05 15:34:40,-79.0952380952381
2022-09-05 15:34:42,-83.05263157894737
2022-09-05 15:34:44,-80.86206896551724
2022-09-05 15:34:46,-80.43478260869566
2022-09-05 15:34:48,-82.29166666666667
2022-09-05 15:34:50,-81.3
2022-09-05 15:34:52,-81.04347826086956
2022-09-05 15:34:54,-82.23076923076923
2022-09-05 15:34:56,-81.21052631578948
2022-09-05 15:34:58,-84.65384615384616
2022-09-05 15:35:00,-81.44
2022-09-05 15:35:02,-80.47368421052632
2022-09-05 15:35:04,-82.29629629629629
2022-09-05 15:35:06,-81.13636363636364
2022-09-05 15:35:08,-77.34615384615384
2022-09-05 15:35:10,-78.63157894736842
2022-09-05 15:35:12,-84.34482758620689
2022-09-05 15:35:14,-82.11111111111111
2022-09-05 15:35:16,-84.72413793103448
2022-09-05 15:35:18,-83.8
2022-09-05 15:35:20,-85.77272727272727
2022-09-05 15:35:22,-85.13333333333334
2022-09-05 15:35:24,-84.57692307692308
2022-09-05 15:35:26,-85.1923076923077
2022-09-05 15:35:28,-80.22222222222223
2022-09-05 15:35:30,-82.08695652173913
2022-09-05 15:35:32,-84.42857142857143
2022-09-05 15:35:34,-83.4090909090909
2022-09-05 15:35:36,-85.96
2022-09-05 15:35:38,-84.68181818181819
2022-09-05 15:35:40,-84.35
2022-09-05 15:35:42,-84.25
2022-09-05 15:35:44,-84.96428571428571
2022-09-05 15:35:46,-85.10526315789474
2022-09-05 15:35:48,-85.33333333333333
2022-09-05 15:35:50,-79.57894736842105
2022-09-05 15:35:52,-82.55555555555556
2022-09-05 15:35:54,-81.78260869565217
2022-09-05 15:35:56,-81.29166666666667
2022-09-05 15:35:58,-82.5925925925926
2022-09-05 15:36:00,-85.45833333333333
2022-09-05 15:36:02,-84.18181818181819
2022-09-05 15:36:04,-80.57894736842105
2022-09-05 15:36:06,-85.625
2022-09-05 15:36:08,-84.0
2022-09-05 15:36:10,-83.32142857142857
2022-09-05 15:36:12,-81.32
2022-09-05 15:36:14,-81.0
2022-09-05 15:36:16,-80.8
2022-09-05 15:36:18,-83.7
2022-09-05 15:36:20,-84.11111111111111
2022-09-05 15:36:22,-87.0
2022-09-05 15:36:24,-84.63157894736842
2022-09-05 15:36:26,-86.0
2022-09-05 15:36:28,-85.28571428571429
2022-09-05 15:36:30,-85.91666666666667
2022-09-05 15:36:32,-82.23809523809524
2022-09-05 15:36:34,-81.55
2022-09-05 15:36:36,-82.42307692307692
2022-09-05 15:36:38,-83.0
2022-09-05 15:36:40,-84.04761904761905
2022-09-05 15:36:42,-82.75
2022-09-05 15:36:44,-87.48
2022-09-05 15:36:46,-86.75
2022-09-05 15:36:48,-81.6086956521739
2022-09-05 15:36:50,-87.20689655172414
2022-09-05 15:36:52,-84.75
2022-09-05 15:36:54,-83.41666666666667
2022-09-05 15:36:56,-80.94444444444444
2022-09-05 15:36:58,-83.58333333333333
2022-09-05 15:37:00,-80.61538461538461
2022-09-05 15:37:02,-83.47619047619048
2022-09-05 15:37:04,-86.22222222222223
2022-09-05 15:37:06,-82.9
2022-09-05 15:37:08,-83.78260869565217
2022-09-05 15:37:10,-86.36666666666666
2022-09-05 15:37:12,-82.94736842105263
2022-09-05 15:37:14,-83.0625
2022-09-05 15:37:16,-85.44444444444444
2022-09-05 15:37:18,-84.34615384615384
2022-09-05 15:37:20,-82.34782608695652
2022-09-05 15:37:22,-81.70833333333333
2022-09-05 15:37:24,-81.92
2022-09-05 15:37:26,-80.5
2022-09-05 15:37:28,-85.86666666666666
2022-09-05 15:37:30,-83.61904761904762
2022-09-05 15:37:32,-86.75
2022-09-05 15:37:34,-82.22727272727273
2022-09-05 15:37:36,-83.82352941176471
2022-09-05 15:37:38,-85.8695652173913
2022-09-05 15:37:40,-90.83333333333333
2022-09-05 15:37:42,-84.05555555555556
2022-09-05 15:37:44,-81.32142857142857
2022-09-05 15:37:46,-81.42857142857143
2022-09-05 15:37:48,-80.57142857142857
2022-09-05 15:37:50,-83.55172413793103
2022-09-05 15:37:52,-85.75
2022-09-05 15:37:54,-83.43478260869566
2022-09-05 15:37:56,-85.95454545454545
2022-09-05 15:37:58,-83.12
2022-09-05 15:38:00,-85.65384615384616
2022-09-05 15:38:02,-85.68181818181819
2022-09-05 15:38:04,-82.47619047619048
2022-09-05 15:38:06,-84.8
2022-09-05 15:38:08,-84.07407407407408
2022-09-05 15:38:10,-83.45454545454545
2022-09-05 15:38:12,-85.38461538461539
2022-09-05 15:38:14,-87.25
2022-09-05 15:38:16,-85.61904761904762
2022-09-05 15:38:18,-85.0
2022-09-05 15:38:20,-83.08333333333333
2022-09-05 15:38:22,-82.70833333333333
2022-09-05 15:38:24,-81.95454545454545
2022-09-05 15:38:26,-81.0
2022-09-05 15:38:28,-82.0
2022-09-05 15:38:30,-82.89285714285714
2022-09-05 15:38:32,-79.26315789473684
2022-09-05 15:38:34,-80.3125
2022-09-05 15:38:36,-84.24137931034483
2022-09-05 15:38:38,-82.5625
2022-09-05 15:38:40,-87.76666666666667
2022-09-05 15:38:42,-85.24137931034483
2022-09-05 15:38:44,-84.1
2022-09-05 15:38:46,-83.4
2022-09-05 15:38:48,-80.45454545454545
2022-09-05 15:38:50,-85.87096774193549
2022-09-05 15:38:52,-80.83333333333333
2022-09-05 15:38:54,-84.86363636363636
2022-09-05 15:38:56,-86.29166666666667
2022-09-05 15:38:58,-85.04761904761905
2022-09-05 15:39:00,-88.20833333333333
2022-09-05 15:39:02,-87.1304347826087
2022-09-05 15:39:04,-85.18518518518519
2022-09-05 15:39:06,-86.5
2022-09-05 15:39:08,-80.71428571428571
2022-09-05 15:39:10,-85.68
2022-09-05 15:39:12,-79.0625
2022-09-05 15:39:14,-83.87096774193549
2022-09-05 15:39:16,-83.95
2022-09-05 15:39:18,-84.16666666666667
2022-09-05 15:39:20,-86.4
2022-09-05 15:39:22,-85.95833333333333
2022-09-05 15:39:24,-81.4090909090909
2022-09-05 15:39:26,-82.31818181818181
2022-09-05 15:39:28,-86.73076923076923
2022-09-05 15:39:30,-85.43478260869566
2022-09-05 15:39:32,-84.4
2022-09-05 15:39:34,-82.04545454545455
2022-09-05 15:39:36,-81.61111111111111
2022-09-05 15:39:38,-84.22727272727273
2022-09-05 15:39:40,-85.47619047619048
2022-09-05 15:39:42,-87.66666666666667
2022-09-05 15:39:44,-86.45454545454545
2022-09-05 15:39:46,-84.52
2022-09-05 15:39:48,-86.86363636363636
2022-09-05 15:39:50,-86.0909090909091
2022-09-05 15:39:52,-79.3913043478261
2022-09-05 15:39:54,-84.89473684210526
2022-09-05 15:39:56,-81.72222222222223
2022-09-05 15:39:58,-85.11111111111111
2022-09-05 15:40:00,-85.91304347826087
2022-09-05 15:40:02,-88.3076923076923
2022-09-05 15:40:04,-85.4
2022-09-05 15:40:06,-83.12
2022-09-05 15:40:08,-83.0
2022-09-05 15:40:10,-82.33333333333333
2022-09-05 15:40:12,-86.29629629629629
2022-09-05 15:40:14,-80.47368421052632
2022-09-05 15:40:16,-81.7
2022-09-05 15:40:18,-80.6923076923077
2022-09-05 15:40:20,-82.48148148148148
2022-09-05 15:40:22,-85.69565217391305
2022-09-05 15:40:24,-83.67857142857143
2022-09-05 15:40:26,-87.19047619047619
2022-09-05 15:40:28,-80.79310344827586
2022-09-05 15:40:30,-81.8
2022-09-05 15:40:32,-79.56521739130434
2022-09-05 15:40:34,-81.42105263157895
2022-09-05 15:40:36,-80.1470588235294
2022-09-05 15:40:38,-82.8
2022-09-05 15:40:40,-84.4090909090909
2022-09-05 15:40:42,-86.61538461538461
2022-09-05 15:40:44,-84.46153846153847
2022-09-05 15:40:46,-85.05263157894737
2022-09-05 15:40:48,-84.26086956521739
2022-09-05 15:40:50,-86.92307692307692
2022-09-05 15:40:52,-84.78571428571429
2022-09-05 15:40:54,-82.0
2022-09-05 15:40:56,-80.21052631578948
2022-09-05 15:40:58,-79.84
2022-09-05 15:41:00,-82.30434782608695
2022-09-05 15:41:02,-82.56
2022-09-05 15:41:04,-83.71428571428571
2022-09-05 15:41:06,-86.0
2022-09-05 15:41:08,-86.21052631578948
2022-09-05 15:41:10,-85.83333333333333
2022-09-05 15:41:12,-82.04
2022-09-05 15:41:14,-84.78571428571429
2022-09-05 15:41:16,-82.0
2022-09-05 15:41:18,-80.0
2022-09-05 15:41:20,-86.0
2022-09-05 15:41:22,-83.56
2022-09-05 15:41:24,-85.15384615384616
2022-09-05 15:41:26,-86.56521739130434
2022-09-05 15:41:28,-81.36842105263158
2022-09-05 15:41:30,-84.46153846153847
2022-09-05 15:41:32,-82.5909090909091
2022-09-05 15:41:34,-81.27272727272727
2022-09-05 15:41:36,-82.37037037037037
2022-09-05 15:41:38,-80.11111111111111
2022-09-05 15:41:40,-81.95238095238095
2022-09-05 15:41:42,-85.66666666666667
2022-09-05 15:41:44,-85.37037037037037
2022-09-05 15:41:46,-85.29411764705883
2022-09-05 15:41:48,-85.1304347826087
2022-09-05 15:41:50,-86.32
2022-09-05 15:41:52,-84.04166666666667
2022-09-05 15:41:54,-80.35
2022-09-05 15:41:56,-84.96428571428571
2022-09-05 15:41:58,-83.96296296296296
2022-09-05 15:42:00,-80.61904761904762
2022-09-05 15:42:02,-82.5
2022-09-05 15:42:04,-85.33333333333333
2022-09-05 15:42:06,-90.9090909090909
2022-09-05 15:42:08,-84.91666666666667
2022-09-05 15:42:10,-88.58064516129032
2022-09-05 15:42:12,-85.75
2022-09-05 15:42:14,-87.875
2022-09-05 15:42:16,-82.8076923076923
2022-09-05 15:42:18,-84.25925925925925
2022-09-05 15:42:20,-80.77777777777777
2022-09-05 15:42:22,-80.92307692307692
2022-09-05 15:42:24,-82.29166666666667
2022-09-05 15:42:26,-83.08
2022-09-05 15:42:28,-88.68181818181819
2022-09-05 15:42:30,-86.89655172413794
2022-09-05 15:42:32,-88.19047619047619
2022-09-05 15:42:34,-86.54545454545455
2022-09-05 15:42:36,-84.2
2022-09-05 15:42:38,-83.72727272727273
2022-09-05 15:42:40,-84.32
2022-09-05 15:42:42,-85.0
2022-09-05 15:42:44,-82.26315789473684
2022-09-05 15:42:46,-85.46153846153847
2022-09-05 15:42:48,-84.96
2022-09-05 15:42:50,-84.68181818181819
2022-09-05 15:42:52,-86.63636363636364
2022-09-05 15:42:54,-86.51724137931035
2022-09-05 15:42:56,-84.9
2022-09-05 15:42:58,-81.95454545454545
2022-09-05 15:43:00,-82.61904761904762
2022-09-05 15:43:02,-84.13793103448276
2022-09-05 15:43:04,-80.17647058823529
2022-09-05 15:43:06,-84.8
2022-09-05 15:43:08,-79.85714285714286
2022-09-05 15:43:10,-85.08333333333333
2022-09-05 15:43:12,-85.15384615384616
2022-09-05 15:43:14,-87.47826086956522
2022-09-05 15:43:16,-85.21739130434783
2022-09-05 15:43:18,-86.15789473684211
2022-09-05 15:43:20,-85.1
2022-09-05 15:43:22,-84.54166666666667
2022-09-05 15:43:24,-81.43478260869566
2022-09-05 15:43:26,-84.37037037037037
2022-09-05 15:43:28,-84.14285714285714
2022-09-05 15:43:30,-85.88235294117646
2022-09-05 15:43:32,-87.74074074074075
2022-09-05 15:43:34,-86.27272727272727
2022-09-05 15:43:36,-87.1923076923077
2022-09-05 15:43:38,-85.0
2022-09-05 15:43:40,-80.9047619047619
2022-09-05 15:43:42,-82.3913043478261
2022-09-05 15:43:44,-85.34482758620689
2022-09-05 15:43:46,-85.5
2022-09-05 15:43:48,-81.80952380952381
2022-09-05 15:43:50,-84.125
2022-09-05 15:43:52,-82.58823529411765
2022-09-05 15:43:54,-81.51851851851852
2022-09-05 15:43:56,-81.95
2022-09-05 15:43:58,-83.08
2022-09-05 15:44:00,-84.33333333333333
2022-09-05 15:44:02,-80.2
2022-09-05 15:44:04,-80.94736842105263
2022-09-05 15:44:06,-85.5
2022-09-05 15:44:08,-86.5
2022-09-05 15:44:10,-83.6
2022-09-05 15:44:12,-83.77272727272727
2022-09-05 15:44:14,-84.0
2022-09-05 15:44:16,-85.125
2022-09-05 15:44:18,-84.70370370370371
2022-09-05 15:44:20,-80.27272727272727
2022-09-05 15:44:22,-79.47058823529412
2022-09-05 15:44:24,-82.52173913043478
2022-09-05 15:44:26,-86.28571428571429
2022-09-05 15:44:28,-83.47368421052632
2022-09-05 15:44:30,-83.96
2022-09-05 15:44:32,-82.11111111111111
2022-09-05 15:44:34,-82.14285714285714
2022-09-05 15:44:36,-80.25
2022-09-05 15:44:38,-82.45833333333333
2022-09-05 15:44:40,-78.22222222222223
2022-09-05 15:44:42,-83.92857142857143
2022-09-05 15:44:44,-81.81818181818181
2022-09-05 15:44:46,-84.5
2022-09-05 15:44:48,-82.0
2022-09-05 15:44:50,-85.57894736842105
2022-09-05 15:44:52,-85.45
2022-09-05 15:44:54,-86.0
